recency,history,mens,womens,newbie,target,treatment,log_history,spending_intensity,is_unisex_buyer,digital_newbies,digital_veterans,urban_web_user,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web
10,300.29,1,0,0,0,1,5.708073256073358,27.29909090909091,0,0,0,0,0,1,1,0
5,1667.27,1,1,1,0,1,7.419542440322672,277.87833333333333,1,0,0,0,1,0,0,0
10,274.06,1,0,0,0,1,5.616989255686562,24.914545454545454,0,0,0,0,0,0,0,0
12,217.25,0,1,1,0,1,5.385641194719711,16.71153846153846,0,0,0,0,0,1,0,0
2,60.33,0,1,1,1,1,4.116269119637892,20.11,0,1,0,0,1,0,0,1
10,291.45,1,0,0,1,1,5.678293711889035,26.495454545454546,0,0,1,1,0,1,0,1
10,143.51,0,1,1,0,1,4.973348709310239,13.046363636363635,0,0,0,0,0,0,1,0
1,29.99,0,1,1,0,1,3.433664571799657,14.995,0,0,0,0,1,0,1,0
8,35.39,1,0,0,0,1,3.5942940116240685,3.9322222222222223,0,0,0,0,1,0,1,0
4,68.83,1,0,0,0,1,4.246063716857944,13.766,0,0,1,0,1,0,0,1
2,347.68,0,1,1,0,1,5.854154596143375,115.89333333333333,0,1,0,0,0,0,0,1
3,39.69,0,1,0,0,1,3.7059823620135983,9.9225,0,0,0,0,1,0,1,0
7,88.85,1,0,1,0,1,4.498141613229568,11.10625,0,0,0,0,1,0,1,0
2,29.99,1,0,0,0,1,3.433664571799657,9.996666666666666,0,0,1,0,1,0,0,1
3,34.26,0,1,1,0,1,3.562749176969724,8.565,0,0,0,0,0,0,1,0
4,112.62,0,1,0,0,1,4.732859547128981,22.524,0,0,0,0,1,0,1,0
1,47.28,0,1,0,0,1,3.8770173962293306,23.64,0,0,0,0,0,1,1,0
2,157.94,0,1,1,0,1,5.068526772512033,52.64666666666667,0,0,0,0,1,0,1,0
3,94.43,0,1,0,0,1,4.558392994429163,23.6075,0,0,0,0,0,1,1,0
1,765.8,1,1,1,0,1,6.6422260111714895,382.9,1,1,0,1,0,1,0,1
8,212.3,1,0,0,0,1,5.362699625477305,23.58888888888889,0,0,0,0,1,0,1,0
3,222.3,1,0,0,0,1,5.408516158846112,55.575,0,0,0,0,1,0,1,0
3,83.46,1,0,0,0,1,4.436278049505797,20.865,0,0,0,0,1,0,1,0
7,291.55,1,0,0,0,1,5.6786355922342455,36.44375,0,0,1,0,1,0,0,1
8,240.03,1,0,0,0,1,5.484921407071298,26.67,0,0,0,0,1,0,1,0
11,29.99,1,0,0,0,1,3.433664571799657,2.4991666666666665,0,0,0,0,0,1,1,0
2,102.7,1,0,0,0,1,4.641502115235482,34.233333333333334,0,0,0,0,1,0,1,0
4,64.52,0,1,1,1,1,4.182355439544814,12.904,0,0,0,0,1,0,1,0
9,29.99,1,0,1,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,0,1,1,0
8,539.55,1,0,1,0,1,6.292587139738781,59.949999999999996,0,0,0,0,1,0,0,0
6,85.53,0,1,1,0,1,4.460491174618648,12.218571428571428,0,0,0,0,1,0,1,0
12,150.4,0,1,0,1,1,5.019925341003349,11.569230769230769,0,0,1,0,0,0,0,1
3,416.21,1,0,0,0,1,6.033589692158629,104.0525,0,0,1,0,1,0,0,1
3,981.46,1,1,1,0,1,6.890059630446448,245.365,1,0,0,0,0,1,0,0
10,32.55,1,0,0,1,1,3.5130368634176907,2.959090909090909,0,0,0,0,1,0,1,0
10,217.63,1,0,0,0,1,5.387380803288797,19.784545454545455,0,0,0,0,0,1,0,0
1,408.87,0,1,0,1,1,6.015840036249296,204.435,0,0,0,0,0,1,1,0
6,238.92,0,1,1,0,1,5.480305534440753,34.13142857142857,0,1,0,1,0,1,0,1
5,266.98,1,1,0,0,1,5.590912350860462,44.49666666666667,1,0,0,0,1,0,1,0
3,98.88,0,1,1,0,1,4.603969465411573,24.72,0,1,0,0,1,0,0,1
2,790.01,1,0,1,0,1,6.6733106099127735,263.33666666666664,0,0,0,0,1,0,0,0
7,610.29,1,1,1,0,1,6.4155714783208015,76.28625,1,1,0,1,0,1,0,1
2,121.27,1,0,1,1,1,4.806231714156099,40.42333333333333,0,1,0,1,0,1,0,1
7,179.9,1,0,1,0,1,5.19794439240125,22.4875,0,0,0,0,1,0,1,0
8,183.85,0,1,0,0,1,5.219544685382641,20.427777777777777,0,0,0,0,0,1,1,0
1,324.34,1,1,0,0,1,5.784870789338307,162.17,1,0,0,0,0,1,0,0
1,1493.6,1,1,1,0,1,7.3096138914961895,746.8,1,0,0,0,0,1,0,0
11,29.99,1,0,1,0,1,3.433664571799657,2.4991666666666665,0,1,0,0,1,0,0,1
3,73.08,0,1,0,0,1,4.305145590337924,18.27,0,0,1,1,0,1,0,1
3,630.92,0,1,1,0,1,6.448762803856163,157.73,0,1,0,0,1,0,0,1
5,29.99,0,1,0,1,1,3.433664571799657,4.998333333333333,0,0,0,0,1,0,1,0
1,29.99,0,1,0,1,1,3.433664571799657,14.995,0,0,0,0,1,0,1,0
3,226.2,1,0,0,1,1,5.4258306868469965,56.55,0,0,1,0,1,0,0,1
4,29.99,1,0,0,0,1,3.433664571799657,5.997999999999999,0,0,1,0,0,0,0,1
1,223.46,1,0,0,0,1,5.41369751758811,111.73,0,0,0,0,1,0,0,0
3,399.85,1,1,0,0,1,5.993587292488961,99.9625,1,0,0,0,0,1,1,0
10,92.32,1,0,1,0,1,4.536034447153229,8.392727272727273,0,1,0,1,0,1,0,1
10,29.99,1,0,1,0,1,3.433664571799657,2.726363636363636,0,1,0,0,1,0,0,1
2,133.91,1,0,0,0,1,4.904607889450726,44.63666666666666,0,0,0,0,0,1,1,0
9,39.13,1,0,1,0,1,3.6921241842788253,3.9130000000000003,0,0,0,0,1,0,1,0
7,334.04,0,1,0,0,1,5.814249927682172,41.755,0,0,0,0,0,0,1,0
9,93.76,1,0,1,0,1,4.5513473792905845,9.376000000000001,0,0,0,0,1,0,1,0
5,29.99,0,1,1,0,1,3.433664571799657,4.998333333333333,0,0,0,0,1,0,1,0
1,261.94,0,1,0,0,1,5.571925869268458,130.97,0,0,1,0,1,0,0,1
6,281.21,1,0,0,0,1,5.64265147465197,40.17285714285714,0,0,1,0,0,0,0,1
5,319.66,0,1,0,0,1,5.770381371760691,53.27666666666667,0,0,1,1,0,1,0,1
5,531.76,0,1,1,0,1,6.27807104133283,88.62666666666667,0,1,0,0,0,0,0,1
1,285.39,1,0,0,0,1,5.657354518275788,142.695,0,0,0,0,1,0,0,0
7,131.17,0,1,0,0,1,4.884088972769716,16.39625,0,0,1,0,1,0,0,1
2,52.96,0,1,1,1,1,3.988243031339555,17.653333333333332,0,0,0,0,0,0,1,0
2,261.13,1,1,0,1,1,5.5688405639090215,87.04333333333334,1,0,1,0,1,0,0,1
11,359.5,0,1,1,0,1,5.887491956725004,29.958333333333332,0,0,0,0,1,0,1,0
12,52.89,1,0,1,0,1,3.9869449319454056,4.068461538461539,0,1,0,1,0,1,0,1
5,29.99,0,1,0,0,1,3.433664571799657,4.998333333333333,0,0,0,0,1,0,1,0
7,152.98,1,0,0,0,1,5.0368227238499035,19.1225,0,0,1,0,1,0,0,1
10,196.02,1,0,0,0,1,5.283305246427533,17.82,0,0,0,0,0,1,1,0
9,175.3,0,1,0,0,1,5.172187089403825,17.53,0,0,1,0,0,0,0,1
7,956.6,0,1,1,0,1,6.864430154243763,119.575,0,1,0,1,0,1,0,1
2,33.96,0,1,0,0,1,3.5542045507873348,11.32,0,0,0,0,1,0,1,0
10,29.99,1,0,0,0,1,3.433664571799657,2.726363636363636,0,0,1,1,0,1,0,1
4,440.65,1,0,1,0,1,6.090517713191141,88.13,0,1,0,1,0,1,0,1
10,687.03,1,1,1,0,1,6.533832441633852,62.45727272727272,1,1,0,0,1,0,0,1
4,323.61,1,1,0,1,1,5.782624461753219,64.72200000000001,1,0,1,1,0,1,0,1
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,1,0,1,0,0,1
1,255.66,0,1,0,0,1,5.547752251816315,127.83,0,0,1,1,0,1,0,1
1,272.65,0,1,1,0,1,5.611849917589927,136.325,0,0,0,0,1,0,1,0
11,189.2,1,0,0,0,1,5.24807615011129,15.766666666666666,0,0,1,1,0,1,0,1
4,839.0,0,1,1,0,1,6.733401891837359,167.8,0,0,0,0,0,1,0,0
1,248.99,1,0,0,0,1,5.521420917062225,124.495,0,0,1,0,1,0,0,1
3,192.13,0,1,1,1,1,5.263363537284508,48.0325,0,0,0,0,1,0,1,0
3,29.99,1,0,0,0,1,3.433664571799657,7.4975,0,0,0,0,0,0,1,0
10,498.38,1,1,1,0,1,6.213367328986059,45.307272727272725,1,1,0,1,0,1,0,1
9,66.42,0,1,1,0,1,4.2109417098059145,6.642,0,1,0,0,1,0,0,1
4,441.72,0,1,1,0,1,6.092937516038615,88.34400000000001,0,1,0,1,0,1,0,1
9,36.98,1,0,1,1,1,3.63705970538414,3.6979999999999995,0,0,0,0,0,0,1,0
9,29.99,0,1,1,0,1,3.433664571799657,2.9989999999999997,0,1,0,0,1,0,0,1
9,29.99,0,1,0,0,1,3.433664571799657,2.9989999999999997,0,0,1,0,1,0,0,1
5,29.99,1,0,1,0,1,3.433664571799657,4.998333333333333,0,0,0,0,0,1,1,0
3,229.45,0,1,1,1,1,5.440033919166517,57.3625,0,1,0,1,0,1,0,1
9,213.0,1,0,1,0,1,5.365976015021851,21.3,0,1,0,0,1,0,0,1
3,269.31,0,1,1,0,1,5.599569448528517,67.3275,0,1,0,1,0,1,0,1
12,51.62,1,0,0,0,1,3.9630962756121466,3.9707692307692306,0,0,1,1,0,1,0,1
12,125.07,1,0,0,0,1,4.836837308243178,9.62076923076923,0,0,0,0,1,0,1,0
3,106.06,0,1,1,0,1,4.673389424965236,26.515,0,0,0,0,1,0,1,0
5,288.23,1,1,0,0,1,5.667222219344398,48.038333333333334,1,0,1,0,1,0,0,1
1,1228.36,1,1,1,0,1,7.114248987747077,614.18,1,0,0,0,1,0,0,0
2,213.74,1,0,0,0,1,5.3694279940059895,71.24666666666667,0,0,0,0,1,0,1,0
10,380.61,0,1,0,0,1,5.944399144681508,34.60090909090909,0,0,0,0,1,0,1,0
5,132.94,1,0,1,0,1,4.8973919384819045,22.156666666666666,0,0,0,0,0,1,1,0
5,125.26,1,0,1,1,1,4.83834327293948,20.87666666666667,0,1,0,0,1,0,0,1
9,150.62,0,1,1,0,1,5.021377390628158,15.062000000000001,0,1,0,0,1,0,0,1
11,134.11,1,0,1,0,1,4.906089261471868,11.175833333333335,0,1,0,0,1,0,0,1
5,29.99,0,1,1,0,1,3.433664571799657,4.998333333333333,0,1,0,0,1,0,0,1
10,30.64,0,1,1,0,1,3.4544221428994533,2.7854545454545456,0,1,0,1,0,1,0,1
1,1499.11,0,1,1,0,1,7.313293717734878,749.555,0,0,0,0,1,0,0,0
10,148.79,1,0,1,0,1,5.009234313180627,13.526363636363635,0,0,0,0,1,0,1,0
5,29.99,0,1,0,0,1,3.433664571799657,4.998333333333333,0,0,0,0,1,0,1,0
4,31.65,0,1,1,0,1,3.48584485572244,6.33,0,0,0,0,1,0,1,0
9,153.89,0,1,0,0,1,5.042715187559668,15.389,0,0,1,1,0,1,0,1
2,462.14,1,1,0,0,1,6.138029384189817,154.04666666666665,1,0,0,0,1,0,0,0
10,165.26,1,0,1,0,1,5.113552828102942,15.023636363636363,0,0,0,0,1,0,1,0
8,342.11,0,1,0,0,1,5.8380510954612355,38.01222222222222,0,0,0,0,0,0,1,0
7,184.02,1,0,0,0,1,5.2204639273431725,23.0025,0,0,1,1,0,1,0,1
10,54.46,0,1,0,0,1,4.015662040187632,4.950909090909091,0,0,0,0,0,0,1,0
3,145.13,0,1,0,0,1,4.984496636486561,36.2825,0,0,0,0,0,1,1,0
2,632.66,1,1,1,0,1,6.451512532986438,210.88666666666666,1,0,0,0,1,0,0,0
1,448.36,1,0,0,0,1,6.107824348224177,224.18,0,0,0,0,1,0,0,0
2,167.08,0,1,1,0,1,5.124440056536745,55.693333333333335,0,0,0,0,1,0,1,0
5,448.13,1,1,0,0,1,6.107312378129855,74.68833333333333,1,0,0,0,0,0,0,0
9,131.52,1,0,1,0,1,4.886733577431695,13.152000000000001,0,1,0,0,0,0,0,1
5,111.99,0,1,0,0,1,4.727299319221155,18.665,0,0,1,1,0,1,0,1
4,283.87,1,0,0,0,1,5.652032935854117,56.774,0,0,0,0,1,0,1,0
5,441.59,1,1,0,0,1,6.092643833597585,73.59833333333333,1,0,0,0,1,0,1,0
5,47.07,1,0,0,0,1,3.8726582819058692,7.845,0,0,0,0,0,1,1,0
3,493.38,1,0,0,0,1,6.2033044522508,123.345,0,0,1,0,1,0,0,1
1,150.22,0,1,0,0,1,5.018735730130124,75.11,0,0,0,0,1,0,1,0
3,86.15,1,0,0,1,1,4.46763077196603,21.5375,0,0,0,0,0,0,1,0
6,202.92,1,1,1,0,1,5.31772776006786,28.988571428571426,1,1,0,0,0,0,0,1
10,29.99,1,0,0,0,1,3.433664571799657,2.726363636363636,0,0,1,0,1,0,0,1
3,142.69,0,1,1,0,1,4.9676582012411155,35.6725,0,1,0,0,1,0,0,1
9,844.96,1,1,1,1,1,6.740472077164549,84.49600000000001,1,0,0,0,1,0,0,0
3,252.09,1,0,1,0,1,5.533745156695466,63.0225,0,0,0,0,0,1,1,0
10,148.78,0,1,0,0,1,5.009167550821221,13.525454545454545,0,0,1,0,1,0,0,1
4,29.99,0,1,0,0,1,3.433664571799657,5.997999999999999,0,0,1,1,0,1,0,1
9,35.54,0,1,1,0,1,3.5984075509498608,3.554,0,1,0,0,1,0,0,1
2,145.02,0,1,0,1,1,4.98374359862794,48.34,0,0,0,0,0,0,1,0
7,49.37,0,1,1,0,1,3.9193957597575593,6.17125,0,1,0,0,1,0,0,1
10,29.99,0,1,1,0,1,3.433664571799657,2.726363636363636,0,1,0,0,0,0,0,1
10,267.69,0,1,1,0,1,5.5935582987026295,24.335454545454546,0,0,0,0,0,1,1,0
3,120.07,0,1,0,0,1,4.7963688907196484,30.0175,0,0,0,0,1,0,1,0
1,29.99,1,0,1,0,1,3.433664571799657,14.995,0,0,0,0,1,0,1,0
11,152.66,0,1,0,0,1,5.034742369439489,12.721666666666666,0,0,1,0,1,0,0,1
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,1,0,1,0,0,1
8,30.93,1,0,1,0,1,3.4635460067266908,3.4366666666666665,0,0,0,0,1,0,1,0
10,147.78,0,1,1,0,1,5.002468704763196,13.434545454545455,0,0,0,0,0,0,1,0
2,213.33,1,0,0,0,1,5.367516883349041,71.11,0,0,1,0,0,0,0,1
1,92.36,1,0,1,0,1,4.5364629879783,46.18,0,1,0,1,0,1,0,1
6,238.67,1,0,0,0,1,5.47926297716206,34.09571428571429,0,0,0,0,0,1,1,0
1,36.68,1,0,1,1,1,3.629129449708162,18.34,0,0,0,0,1,0,1,0
4,345.04,1,0,0,0,1,5.846554375312174,69.00800000000001,0,0,0,0,1,0,1,0
1,255.83,0,1,0,0,1,5.548414387422504,127.915,0,0,0,0,0,0,1,0
1,628.82,1,0,1,0,1,6.445434064275761,314.41,0,0,0,0,1,0,0,0
1,60.05,0,1,0,0,1,4.111693200556713,30.025,0,0,1,0,0,0,0,1
12,376.91,1,1,0,0,1,5.934656072032321,28.993076923076924,1,0,1,1,0,1,0,1
3,29.99,0,1,1,0,1,3.433664571799657,7.4975,0,0,0,0,1,0,1,0
2,810.28,1,0,1,0,1,6.698613247303741,270.0933333333333,0,1,0,0,0,0,0,1
3,267.37,1,1,1,0,1,5.592366625377977,66.8425,1,1,0,1,0,1,0,1
3,29.99,0,1,1,0,1,3.433664571799657,7.4975,0,1,0,1,0,1,0,1
5,328.01,1,1,1,0,1,5.796088145440227,54.66833333333333,1,0,0,0,1,0,1,0
5,90.54,1,0,0,1,1,4.516776035225496,15.090000000000002,0,0,1,0,1,0,0,1
1,763.02,1,0,1,0,1,6.638593966834353,381.51,0,1,0,1,0,1,0,1
1,897.27,0,1,1,1,1,6.800470691262037,448.635,0,1,0,0,1,0,0,1
1,357.94,1,0,1,0,1,5.883155243601131,178.97,0,1,0,0,1,0,0,1
6,29.99,0,1,0,0,1,3.433664571799657,4.284285714285714,0,0,0,0,0,1,1,0
10,51.35,1,0,1,0,1,3.9579519373165457,4.668181818181818,0,1,0,0,1,0,0,1
2,651.99,1,0,1,0,1,6.48156181522349,217.33,0,0,0,0,1,0,1,0
5,572.9,1,0,1,0,1,6.352455165114317,95.48333333333333,0,1,0,1,0,1,0,1
2,286.31,0,1,0,0,1,5.660561772201637,95.43666666666667,0,0,1,0,1,0,0,1
2,76.92,0,1,0,0,1,4.3556826593342794,25.64,0,0,1,0,1,0,0,1
5,126.4,1,0,1,0,1,4.847331743138063,21.066666666666666,0,1,0,1,0,1,0,1
3,39.12,0,1,0,0,1,3.691874963093735,9.78,0,0,0,0,1,0,1,0
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,0,1,1,0
4,204.15,0,1,1,0,1,5.323741418888195,40.83,0,0,0,0,1,0,1,0
5,29.99,0,1,1,0,1,3.433664571799657,4.998333333333333,0,0,0,0,1,0,1,0
1,170.41,1,0,0,0,1,5.144058347518966,85.205,0,0,0,0,0,1,1,0
10,47.84,1,0,0,0,1,3.888549649242504,4.34909090909091,0,0,1,0,1,0,0,1
9,29.99,0,1,1,0,1,3.433664571799657,2.9989999999999997,0,1,0,1,0,1,0,1
8,276.91,0,1,0,1,1,5.62729732026801,30.76777777777778,0,0,0,0,0,1,1,0
2,202.63,0,1,1,1,1,5.3163046215624234,67.54333333333334,0,0,0,0,1,0,1,0
1,83.78,0,1,1,0,1,4.440059665924491,41.89,0,0,0,0,0,1,1,0
2,131.95,1,0,0,0,1,4.889973117689029,43.98333333333333,0,0,1,1,0,1,0,1
7,130.29,1,0,1,0,1,4.877408616946019,16.28625,0,0,0,0,0,1,1,0
1,241.49,1,0,0,0,1,5.490960472413863,120.745,0,0,0,0,0,1,1,0
1,371.63,1,1,0,0,1,5.920585970224212,185.815,1,0,0,0,0,0,0,0
1,548.07,0,1,1,0,1,6.30822593793525,274.035,0,0,0,0,0,1,1,0
1,585.16,1,0,1,0,1,6.373592789851708,292.58,0,1,0,0,1,0,0,1
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,1,0,1,0
4,752.92,0,1,1,1,1,6.6252862615831125,150.584,0,0,0,0,0,1,0,0
3,52.44,1,0,1,1,1,3.97855952922839,13.11,0,0,0,0,1,0,1,0
9,362.95,1,1,0,1,1,5.897016495564267,36.295,1,0,0,0,1,0,0,0
10,241.21,1,1,0,0,1,5.489805118458235,21.92818181818182,1,0,1,0,1,0,0,1
11,225.48,1,0,0,0,1,5.422656640803644,18.79,0,0,1,1,0,1,0,1
3,321.53,1,0,0,0,1,5.7761961551652465,80.3825,0,0,0,0,0,1,0,0
6,120.13,1,0,0,0,1,4.796864349028711,17.16142857142857,0,0,0,0,0,0,1,0
11,29.99,1,0,0,0,1,3.433664571799657,2.4991666666666665,0,0,1,0,1,0,0,1
2,200.25,0,1,1,0,1,5.304547916298673,66.75,0,0,0,0,1,0,1,0
6,36.63,0,1,0,0,1,3.627801604605346,5.232857142857143,0,0,0,0,0,0,1,0
7,143.45,0,1,0,1,1,4.9729334269122445,17.93125,0,0,1,1,0,1,0,1
4,835.4,1,0,1,1,1,6.729106967554478,167.07999999999998,0,1,0,1,0,1,0,1
7,108.36,1,0,1,0,1,4.6946451924156944,13.545,0,1,0,0,1,0,0,1
2,431.48,0,1,0,1,1,6.0695360825281375,143.82666666666668,0,0,0,0,0,0,1,0
3,122.98,0,1,1,0,1,4.8201202622737735,30.745,0,0,0,0,1,0,1,0
10,121.63,0,1,0,0,1,4.809171691773934,11.057272727272727,0,0,1,1,0,1,0,1
6,189.93,0,1,1,0,1,5.251906868725373,27.132857142857144,0,1,0,0,1,0,0,1
6,369.16,1,1,0,0,1,5.913935344598745,52.737142857142864,1,0,0,0,1,0,1,0
1,106.84,1,0,0,0,1,4.680648647163997,53.42,0,0,1,0,1,0,0,1
9,29.99,1,0,1,0,1,3.433664571799657,2.9989999999999997,0,1,0,0,1,0,0,1
2,487.35,1,1,0,1,1,6.191032361893486,162.45000000000002,1,0,0,0,1,0,0,0
3,349.14,1,1,0,1,1,5.858333074504786,87.285,1,0,0,0,0,1,0,0
9,458.48,0,1,0,0,1,6.130095415277204,45.848,0,0,0,0,1,0,1,0
12,206.06,0,1,0,0,1,5.333008606337967,15.850769230769231,0,0,1,0,0,0,0,1
11,203.59,1,0,1,1,1,5.321007976467735,16.965833333333332,0,1,0,0,0,0,0,1
10,78.83,0,1,1,0,1,4.379899373657707,7.166363636363636,0,1,0,0,0,0,0,1
3,29.99,0,1,0,0,1,3.433664571799657,7.4975,0,0,1,0,1,0,0,1
12,561.27,1,0,1,1,1,6.331982161571831,43.174615384615386,0,0,0,0,0,1,1,0
6,93.64,0,1,0,0,1,4.550080219670131,13.377142857142857,0,0,1,0,1,0,0,1
10,29.99,0,1,1,0,1,3.433664571799657,2.726363636363636,0,0,0,0,0,1,1,0
1,1853.66,1,1,1,1,1,7.525456669832459,926.83,1,0,0,0,0,0,1,0
1,238.53,1,0,1,0,1,5.478678669966805,119.265,0,1,0,1,0,1,0,1
6,184.05,1,0,0,1,1,5.220626058832165,26.292857142857144,0,0,1,0,1,0,0,1
11,259.59,1,0,0,0,1,5.562948290969064,21.632499999999997,0,0,1,0,1,0,0,1
11,150.37,0,1,0,0,1,5.019727170774474,12.530833333333334,0,0,1,1,0,1,0,1
12,52.88,1,0,1,0,1,3.986759351542163,4.067692307692308,0,0,0,0,1,0,1,0
7,201.9,0,1,0,0,1,5.312713246831769,25.2375,0,0,1,0,0,0,0,1
11,74.73,1,0,0,0,1,4.327174383125731,6.2275,0,0,0,0,1,0,1,0
1,29.99,1,0,0,0,1,3.433664571799657,14.995,0,0,1,0,0,0,0,1
6,137.95,0,1,0,0,1,4.934114156188513,19.707142857142856,0,0,1,0,0,0,0,1
2,680.43,1,0,1,1,1,6.524193531260934,226.80999999999997,0,0,0,0,0,0,0,0
7,247.45,1,0,1,0,1,5.5152416180483295,30.93125,0,1,0,1,0,1,0,1
9,191.8,0,1,0,1,1,5.261653382176445,19.18,0,0,0,0,0,0,1,0
1,97.97,0,1,0,0,1,4.5948167739086,48.985,0,0,1,1,0,1,0,1
10,29.99,0,1,0,0,1,3.433664571799657,2.726363636363636,0,0,0,0,1,0,1,0
4,643.42,1,1,1,0,1,6.468350687444409,128.684,1,0,0,0,1,0,0,0
8,373.63,0,1,0,1,1,5.925938872227775,41.51444444444444,0,0,1,0,1,0,0,1
12,29.99,1,0,1,0,1,3.433664571799657,2.3069230769230766,0,1,0,0,1,0,0,1
6,119.68,0,1,0,1,1,4.793142414290861,17.09714285714286,0,0,1,1,0,1,0,1
2,29.99,0,1,1,0,1,3.433664571799657,9.996666666666666,0,1,0,1,0,1,0,1
2,29.99,0,1,0,0,1,3.433664571799657,9.996666666666666,0,0,1,0,1,0,0,1
1,166.51,1,0,0,1,1,5.1210430509755955,83.255,0,0,0,0,1,0,1,0
10,403.85,0,1,0,0,1,6.0035166281321235,36.71363636363637,0,0,0,0,1,0,0,0
1,145.27,0,1,0,1,1,4.985454228898997,72.635,0,0,1,1,0,1,0,1
11,40.54,0,1,0,0,1,3.726656818447966,3.3783333333333334,0,0,0,0,0,1,1,0
4,101.01,1,0,0,0,1,4.625070847694428,20.202,0,0,1,0,1,0,0,1
7,36.42,1,0,1,1,1,3.6222053208459437,4.5525,0,1,0,1,0,1,0,1
2,594.84,0,1,1,0,1,6.389972174648648,198.28,0,1,0,1,0,1,0,1
12,29.99,1,0,0,0,1,3.433664571799657,2.3069230769230766,0,0,1,0,1,0,0,1
2,37.62,1,0,1,0,1,3.653770277000368,12.54,0,1,0,0,0,0,0,1
4,380.08,0,1,0,0,1,5.943009326838578,76.01599999999999,0,0,1,0,0,0,0,1
11,365.56,1,0,1,0,1,5.904162218705185,30.463333333333335,0,1,0,1,0,1,0,1
8,67.21,0,1,0,1,1,4.222591181666628,7.467777777777777,0,0,1,1,0,1,0,1
4,244.91,0,1,0,0,1,5.504965615333049,48.982,0,0,0,0,0,0,1,0
9,29.99,1,0,1,0,1,3.433664571799657,2.9989999999999997,0,1,0,0,1,0,0,1
10,29.99,0,1,1,0,1,3.433664571799657,2.726363636363636,0,1,0,0,1,0,0,1
2,200.29,0,1,0,0,1,5.3047466543129405,66.76333333333334,0,0,0,0,0,1,1,0
1,162.49,1,0,1,0,1,5.0967518263873215,81.245,0,0,0,0,0,1,1,0
1,209.05,1,0,1,0,1,5.347345597615391,104.525,0,0,0,0,0,1,1,0
10,212.53,1,0,1,0,1,5.363777338019823,19.32090909090909,0,1,0,0,1,0,0,1
6,92.57,0,1,1,0,1,4.5387098192878215,13.224285714285713,0,1,0,1,0,1,0,1
1,111.93,1,0,1,1,1,4.726768157735579,55.965,0,0,0,0,0,0,1,0
6,197.05,0,1,0,1,1,5.288519524067926,28.150000000000002,0,0,0,0,0,1,1,0
1,54.53,1,0,0,0,1,4.016923415253516,27.265,0,0,1,0,1,0,0,1
7,89.92,1,0,0,0,1,4.509979998984343,11.24,0,0,1,0,1,0,0,1
10,108.63,1,0,1,0,1,4.697111059686448,9.875454545454545,0,1,0,1,0,1,0,1
4,392.1,1,0,0,0,1,5.9740640324278145,78.42,0,0,0,0,0,0,0,0
2,90.01,0,1,1,0,1,4.510969390589264,30.003333333333334,0,0,0,0,0,1,1,0
1,63.09,1,0,1,0,1,4.160288345516135,31.545,0,0,0,0,1,0,1,0
5,29.99,1,0,1,0,1,3.433664571799657,4.998333333333333,0,1,0,0,1,0,0,1
8,424.88,1,1,0,0,1,6.054157616446405,47.208888888888886,1,0,1,0,1,0,0,1
9,207.62,1,0,0,1,1,5.340514415247825,20.762,0,0,0,0,1,0,1,0
2,284.97,1,0,1,0,1,5.6558869102130815,94.99000000000001,0,0,0,0,1,0,0,0
3,35.6,0,1,1,0,1,3.6000482404073204,8.9,0,0,0,0,0,1,1,0
4,661.71,1,0,1,0,1,6.4963374887645475,132.342,0,1,0,1,0,1,0,1
1,72.2,1,0,1,1,1,4.293195420967266,36.1,0,1,0,0,1,0,0,1
6,118.9,1,0,0,0,1,4.786658062033468,16.985714285714288,0,0,0,0,0,1,1,0
8,29.99,0,1,1,0,1,3.433664571799657,3.332222222222222,0,1,0,0,0,0,0,1
1,289.57,1,1,1,0,1,5.671844511120261,144.785,1,1,0,0,1,0,0,1
7,208.34,1,0,1,0,1,5.343959724426738,26.0425,0,1,0,1,0,1,0,1
10,138.65,0,1,0,0,1,4.939139292391186,12.604545454545455,0,0,0,0,0,0,1,0
1,77.62,1,0,1,0,1,4.364626119993714,38.81,0,0,0,0,0,1,1,0
1,260.63,1,0,0,1,1,5.566931291907004,130.315,0,0,0,0,1,0,1,0
1,801.32,0,1,1,1,1,6.6875075307799525,400.66,0,0,0,0,1,0,1,0
3,119.03,0,1,0,0,1,4.787741711537254,29.7575,0,0,1,0,1,0,0,1
9,503.64,0,1,1,0,1,6.223845303774674,50.364,0,0,0,0,1,0,0,0
2,761.97,1,1,1,0,1,6.63721871203178,253.99,1,1,0,0,1,0,0,1
10,29.99,0,1,1,0,1,3.433664571799657,2.726363636363636,0,1,0,0,0,0,0,1
1,33.56,0,1,0,0,1,3.542696943935855,16.78,0,0,0,0,1,0,1,0
2,795.1,1,0,1,0,1,6.679724806094533,265.03333333333336,0,0,0,0,1,0,1,0
5,29.99,1,0,1,0,1,3.433664571799657,4.998333333333333,0,1,0,1,0,1,0,1
5,53.07,1,0,1,0,1,3.9902795033939134,8.845,0,0,0,0,0,1,1,0
